"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","DECIMALS_DISPLAYED","GFS_STO","SECTOR","TRANSFORMATION","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"IMF.STA:ENVTX(1.0.2)","HRV.ECGTET_S13.XDC.A","OBS_VALUE","Croatia, Republic of","Environmental taxes, Taxes on transport (excluding fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","22609103.47","38162923.49","45485639.01","61406425.8","64118592.86","62970099.06","119064618.8","234857873.8","306459537.6","370431871.2","408580135.1","450595155.4","491989986.2","513423122.9","404629396.7","398086237","400434282","378817929.9","379694532.7","405110505.9","399362030.5","417114653.7","452861282.4","435535303.8","449499431.2","391993842.6","402957069","421870279.5"
"IMF.STA:ENVTX(1.0.2)","HRV.ECGTE_S13.POGDP_PT.A","OBS_VALUE","Croatia, Republic of","Environmental taxes","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","2.51834478","2.831072875","2.649129832","2.97925164","3.129990553","3.682907027","3.881126805","4.31950849","4.083959726","4.010571852","3.885897938","3.801447812","3.715578034","3.480389455","3.443129926","4.457727367","3.285395033","3.186681638","3.482213148","3.831374449","4.019286535","4.106677843","4.133703834","4.163597371","4.123241608","3.943574719","3.756804395","3.28088666"
"IMF.STA:ENVTX(1.0.2)","FRA.ECGTET_S13.XDC.A","OBS_VALUE","France","Environmental taxes, Taxes on transport (excluding fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","3863000000","4174000000","4016000000","4211000000","3827000000","4251000000","4544000000","4637000000","4529000000","5636000000","6055000000","6490000000","6851000000","7342000000","6910000000","7195000000","7516000000","7668000000","7654000000","7772000000","7601000000","7566000000","7591000000","8033000000","7968000000","7098000000","7537000000","7613000000"
"IMF.STA:ENVTX(1.0.2)","GHA.ECGTEP_S13.POGDP_PT.A","OBS_VALUE","Ghana","Environmental taxes, Taxes on pollution","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0577",""
"IMF.STA:ENVTX(1.0.2)","ZAF.ECGTER_S13.XDC.A","OBS_VALUE","South Africa","Environmental taxes, Taxes on resources","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","18531000","60827000","65025000","59675000","72086000","118333000","121403000","116151000","103045000","62332000","93524000","70067000","107988000",""
"IMF.STA:ENVTX(1.0.2)","GRC.ECGTE_S13.XDC.A","OBS_VALUE","Greece","Environmental taxes","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","2929000000","3286000000","3398000000","3531000000","3433000000","3008000000","3476000000","3672000000","3829000000","4081000000","4191000000","4239000000","4648000000","4581000000","4903000000","5955000000","5990000000","6246069000","6596069000","6594069000","6788159000","6607050000","7145572000","7055533000","6987450000","6206690000","7540627000","7304863000"
"IMF.STA:ENVTX(1.0.2)","EGY.ECGTEN_S13.XDC.A","OBS_VALUE","Egypt, Arab Republic of","Environmental taxes, Taxes on energy (including fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","456000000","852321000","754783000","817590000","1640808000","1959380000","1487200000","6990600100","7563299800","8093200200","9120099600","12328400400","3934399900","12003599600","13181099600","33071898400","40470398400","41484000000","27598500000","23344700000",""
"IMF.STA:ENVTX(1.0.2)","CZE.ECGTEP_S13.XDC.A","OBS_VALUE","Czech Republic","Environmental taxes, Taxes on pollution","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","2990000000","2659000000","2672000000","2322000000","1973000000","1692000000","1588400000","2264300000","2281200000","2052200000","2312900000","2100011000","2659699000","2536010000","2515392000","2513680000","2401211000","2193893000","1944359000","1981045600","1930621000","1969789000","1910828000","2139345000","2318497000","2519083000","2415130000","2369571187"
"IMF.STA:ENVTX(1.0.2)","CIV.ECGTE_S13.POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","Environmental taxes","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","0.29517154","0.172703563","0.117891602","0.114083485","0.120648742","0.120609875","0.179418468","0.187926686","0.134714526","0.12821335","0.133254347","0.127383766","0.131676323","0.12857578","0.123691053","0.1088866","0.0442","0.204109869","0.19731134","0.126035004","0.117598845","0.10232635","0.111903549","0.0898","0.101658738","0.0779","0.0899",""
"IMF.STA:ENVTX(1.0.2)","CIV.ECGTEN_S13.XDC.A","OBS_VALUE","Côte d'Ivoire","Environmental taxes, Taxes on energy (including fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","267000000","217978000","241956000","248902000","258000000","290000000","233000000","166000000","152000000","149000000","122000000","100000000","74000000","90130000","91268000","81197000","60712000","79551000","80606000","95397000","105307000","123278000","129977000","172875000","310130000","100758000","6518000",""
"IMF.STA:ENVTX(1.0.2)","HRV.ECGTEN_S13.XDC.A","OBS_VALUE","Croatia, Republic of","Environmental taxes, Taxes on energy (including fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","370965477.1","449558503.2","471952809.2","535585418.4","580912268.2","749032064.5","793637472.1","906433112.5","962884785.8","974496418.6","991397286.6","1040088109","1101970846","1093006133","1115064350","1565767333","1068922186","1032795983","1169136541","1295043973","1431573906","1518692646","1586482026","1716672888","1792465236","1580749814","1767073590","1751063790"
